sku,date,region,channel,brand,segment,category,pack_type,price_unit,promotion_flag,delivery_days,stock_available,delivered_qty,units_sold,month,day_of_week,is_weekend,day,week_of_year,quarter,is_month_start,is_month_end,l_1,l_7,l_14,mo_sin,mo_cos,dow_sin,dow_cos,cat_roll_mean_7,cat_roll_mean_14,cat_trend_7_14,roll_mean_7,roll_mean_14,roll_std_7,lag_diff_1_7,trend_7_14,promo_l_1,promo_roll_7,promo_change,price_l_1,price_change_1,price_roll_mean_7,stock_l_1,delivery_l_1,is_stockout,trend,promo_price_interaction
YO-014,2024-12-20,PL-Central,E-commerce,YoBrand4,Yogurt-Seg3,Yogurt,Single,3.3,1,3.0,190.0,252,24,12,4,0,20,51,4,0,0,20.0,6.0,15.0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,13.714285714285714,12.214285714285714,1.5,15.714285714285714,15.357142857142858,8.769536014223446,14.0,0.3571428571428559,1.0,0.42857142857142855,0.0,2.79,0.5099999999999998,3.6371428571428575,156.0,182.0,0,1064,3.3
MI-023,2024-12-20,PL-Central,E-commerce,MiBrand3,Milk-Seg3,Milk,Multipack,1.89,0,4.0,114.0,164,12,12,4,0,20,51,4,0,0,22.0,24.0,17.0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,13.285714285714286,13.285714285714286,0.0,15.0,16.785714285714285,8.326663997864502,-2.0,-1.7857142857142847,1.0,0.2857142857142857,-1.0,4.16,-2.2700000000000005,5.115714285714286,121.0,173.0,0,1064,0.0
JU-021,2024-12-20,PL-North,Discount,JuBrand3,Juice-Seg3,Juice,Carton,5.92,0,1.0,114.0,150,6,12,4,0,20,51,4,0,0,5.0,5.0,13.0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,9.285714285714286,9.857142857142858,-0.5714285714285712,9.571428571428571,11.357142857142858,4.237025012008088,0.0,-1.7857142857142865,0.0,0.14285714285714285,0.0,7.36,-1.4400000000000004,3.475714285714286,126.0,189.0,0,1064,0.0
RE-017,2024-12-20,PL-Central,E-commerce,ReBrand2,ReadyMeal-Seg2,ReadyMeal,Multipack,5.71,0,4.0,205.0,190,23,12,4,0,20,51,4,0,0,30.0,14.0,22.0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,26.714285714285715,25.357142857142858,1.3571428571428577,21.285714285714285,21.928571428571427,6.524678426668145,16.0,-0.6428571428571423,0.0,0.14285714285714285,0.0,2.4,3.31,3.8000000000000003,249.0,226.0,0,1064,0.0
MI-008,2024-12-20,PL-South,Retail,MiBrand3,Milk-Seg2,Milk,Multipack,7.47,0,5.0,192.0,180,10,12,4,0,20,51,4,0,0,6.0,19.0,15.0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,16.857142857142858,13.714285714285714,3.142857142857144,12.857142857142858,11.214285714285714,4.775931721614516,-13.0,1.6428571428571441,0.0,0.14285714285714285,0.0,6.4,1.0699999999999994,4.532857142857142,124.0,183.0,0,1064,0.0
SN-030,2024-12-20,PL-North,Discount,SnBrand2,SnackBar-Seg1,SnackBar,Multipack,6.74,0,5.0,140.0,167,15,12,4,0,20,51,4,0,0,14.0,18.0,27.0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,14.857142857142858,14.357142857142858,0.5,18.714285714285715,17.714285714285715,11.353623294119034,-4.0,1.0,0.0,0.2857142857142857,0.0,6.48,0.2599999999999998,4.441428571428571,143.0,239.0,0,1064,0.0
RE-017,2024-12-20,PL-South,Discount,ReBrand2,ReadyMeal-Seg2,ReadyMeal,Carton,1.85,0,5.0,126.0,182,10,12,4,0,20,51,4,0,0,18.0,22.0,16.0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,27.0,25.571428571428573,1.428571428571427,21.0,19.357142857142858,6.557438524302013,-4.0,1.6428571428571423,0.0,0.14285714285714285,0.0,8.6,-6.75,5.942857142857143,119.0,187.0,0,1064,0.0
MI-011,2024-12-21,PL-Central,E-commerce,MiBrand1,Milk-Seg2,Milk,Single,5.05,0,1.0,160.0,135,9,12,5,1,21,51,4,0,0,9.0,8.0,7.0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,10.0,11.5,-1.5,8.0,10.785714285714286,3.366501646120944,1.0,-2.7857142857142865,0.0,0.0,0.0,6.0,-0.9500000000000002,6.057142857142858,183.0,167.0,0,1065,0.0
RE-015,2024-12-21,PL-Central,Discount,ReBrand4,ReadyMeal-Seg1,ReadyMeal,Carton,1.62,1,5.0,233.0,209,42,12,5,1,21,51,4,0,0,33.0,7.0,27.0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,23.428571428571427,20.285714285714285,3.1428571428571423,17.571428571428573,19.571428571428573,11.088389466120903,26.0,-2.0,0.0,0.0,1.0,4.67,-3.05,5.028571428571429,196.0,232.0,0,1065,1.62
SN-019,2024-12-21,PL-Central,Retail,SnBrand2,SnackBar-Seg1,SnackBar,Single,5.86,0,4.0,193.0,181,19,12,5,1,21,51,4,0,0,13.0,21.0,19.0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,15.0,15.785714285714286,-0.7857142857142865,14.714285714285714,16.857142857142858,5.1223134654271245,-8.0,-2.142857142857144,0.0,0.2857142857142857,0.0,6.37,-0.5099999999999998,5.588571428571428,148.0,126.0,0,1065,0.0
YO-024,2024-12-21,PL-South,Discount,YoBrand2,Yogurt-Seg3,Yogurt,Single,3.34,0,3.0,103.0,160,6,12,5,1,21,51,4,0,0,30.0,17.0,19.0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,15.714285714285714,18.142857142857142,-2.428571428571429,16.857142857142858,16.642857142857142,6.86606562325595,13.0,0.2142857142857153,1.0,0.14285714285714285,-1.0,6.25,-2.91,4.34,240.0,202.0,0,1065,0.0
YO-003,2024-12-21,PL-South,E-commerce,YoBrand1,Yogurt-Seg3,Yogurt,Single,6.41,0,1.0,0.0,119,0,12,5,1,21,51,4,0,0,7.0,15.0,8.0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,11.285714285714286,12.285714285714286,-1.0,15.428571428571429,17.785714285714285,4.961758520831864,-8.0,-2.357142857142856,0.0,0.0,0.0,6.56,-0.14999999999999947,5.168571428571428,113.0,113.0,1,1065,0.0
YO-014,2024-12-21,PL-South,Discount,YoBrand4,Yogurt-Seg3,Yogurt,Single,7.82,0,1.0,240.0,227,22,12,5,1,21,51,4,0,0,20.0,14.0,20.0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,10.857142857142858,14.571428571428571,-3.7142857142857135,12.428571428571429,12.714285714285714,4.276179870598815,6.0,-0.2857142857142847,0.0,0.14285714285714285,0.0,5.52,2.3000000000000007,4.884285714285714,197.0,242.0,0,1065,0.0
YO-029,2024-12-21,PL-North,Discount,YoBrand4,Yogurt-Seg2,Yogurt,Single,2.5,0,2.0,133.0,192,13,12,5,1,21,51,4,0,0,23.0,12.0,16.0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,17.428571428571427,16.571428571428573,0.8571428571428541,13.428571428571429,14.071428571428571,6.241184258807075,11.0,-0.6428571428571423,0.0,0.14285714285714285,0.0,4.1,-1.5999999999999996,4.597142857142857,259.0,227.0,0,1065,0.0
YO-016,2024-12-21,PL-Central,Retail,YoBrand3,Yogurt-Seg3,Yogurt,Single,1.58,1,3.0,57.0,75,9,12,5,1,21,51,4,0,0,21.0,40.0,24.0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,14.857142857142858,16.214285714285715,-1.3571428571428577,19.0,19.5,12.662279942148395,-19.0,-0.5,0.0,0.14285714285714285,1.0,5.23,-3.6500000000000004,5.83,151.0,163.0,0,1065,1.58
MI-002,2024-12-21,PL-South,Discount,MiBrand2,Milk-Seg1,Milk,Multipack,7.28,0,1.0,129.0,207,13,12,5,1,21,51,4,0,0,18.0,12.0,15.0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,14.0,13.857142857142858,0.14285714285714235,14.0,15.571428571428571,2.828427124746243,6.0,-1.5714285714285712,1.0,0.2857142857142857,-1.0,8.13,-0.8500000000000005,5.177142857142857,192.0,162.0,0,1065,0.0
MI-026,2024-12-21,PL-South,E-commerce,MiBrand4,Milk-Seg2,Milk,Carton,8.89,1,3.0,170.0,220,35,12,5,1,21,51,4,0,0,8.0,10.0,22.0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,19.857142857142858,18.928571428571427,0.9285714285714306,11.0,14.214285714285714,5.8878405775518585,-2.0,-3.2142857142857135,0.0,0.0,1.0,5.75,3.1400000000000006,3.7271428571428564,107.0,113.0,0,1065,8.89
YO-016,2024-12-21,PL-South,Discount,YoBrand3,Yogurt-Seg3,Yogurt,Carton,2.71,1,5.0,244.0,206,34,12,5,1,21,51,4,0,0,20.0,14.0,20.0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,18.714285714285715,17.142857142857142,1.571428571428573,16.142857142857142,17.571428571428573,4.980915960897587,6.0,-1.4285714285714306,0.0,0.0,1.0,6.49,-3.7800000000000002,6.728571428571429,180.0,151.0,0,1065,2.71
JU-021,2024-12-21,PL-North,Discount,JuBrand3,Juice-Seg3,Juice,Carton,4.58,0,5.0,106.0,161,6,12,5,1,21,51,4,0,0,6.0,9.0,4.0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,12.285714285714286,10.857142857142858,1.4285714285714288,9.714285714285714,10.857142857142858,4.0708019567930025,-3.0,-1.1428571428571441,0.0,0.14285714285714285,0.0,5.92,-1.3399999999999999,3.9699999999999998,114.0,150.0,0,1065,0.0
YO-009,2024-12-21,PL-North,E-commerce,YoBrand4,Yogurt-Seg1,Yogurt,Carton,6.02,0,1.0,145.0,173,15,12,5,1,21,51,4,0,0,18.0,7.0,31.0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,13.714285714285714,12.5,1.2142857142857135,16.714285714285715,20.142857142857142,10.291003930849586,11.0,-3.428571428571427,0.0,0.42857142857142855,0.0,8.44,-2.42,5.107142857142857,175.0,222.0,0,1065,0.0
YO-018,2024-12-21,PL-South,Retail,YoBrand2,Yogurt-Seg1,Yogurt,Multipack,6.08,0,5.0,123.0,185,17,12,5,1,21,51,4,0,0,17.0,9.0,21.0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,11.142857142857142,12.071428571428571,-0.9285714285714288,13.428571428571429,14.0,5.028490259085248,8.0,-0.5714285714285712,0.0,0.14285714285714285,0.0,8.59,-2.51,5.061428571428571,159.0,225.0,0,1065,0.0
YO-005,2024-12-21,PL-North,Retail,YoBrand2,Yogurt-Seg1,Yogurt,Single,4.68,1,3.0,93.0,137,16,12,5,1,21,51,4,0,0,8.0,19.0,17.0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,17.142857142857142,16.142857142857142,1.0,17.285714285714285,15.571428571428571,9.604066599003577,-11.0,1.7142857142857135,0.0,0.14285714285714285,1.0,6.08,-1.4000000000000004,6.778571428571429,137.0,198.0,0,1065,4.68
JU-021,2024-12-21,PL-South,Retail,JuBrand3,Juice-Seg3,Juice,Single,3.56,0,3.0,115.0,140,5,12,5,1,21,51,4,0,0,7.0,12.0,8.0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,7.571428571428571,9.714285714285714,-2.1428571428571423,9.428571428571429,9.5,5.22357294250919,-5.0,-0.07142857142857117,0.0,0.0,0.0,5.75,-2.19,6.475714285714285,120.0,141.0,0,1065,0.0
MI-023,2024-12-21,PL-South,E-commerce,MiBrand3,Milk-Seg3,Milk,Carton,6.74,0,1.0,244.0,225,28,12,5,1,21,51,4,0,0,22.0,5.0,24.0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,20.142857142857142,17.428571428571427,2.7142857142857153,9.285714285714286,13.214285714285714,6.897204402613511,17.0,-3.928571428571427,0.0,0.0,0.0,3.63,3.1100000000000003,5.435714285714286,206.0,245.0,0,1065,0.0
MI-022,2024-12-21,PL-Central,E-commerce,MiBrand3,Milk-Seg2,Milk,Single,5.11,0,5.0,174.0,212,18,12,5,1,21,51,4,0,0,19.0,17.0,16.0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,14.714285714285714,14.857142857142858,-0.14285714285714413,15.428571428571429,17.0,7.6563077014346606,2.0,-1.5714285714285712,0.0,0.2857142857142857,0.0,5.38,-0.2699999999999996,5.29,226.0,225.0,0,1065,0.0
YO-024,2024-12-21,PL-South,E-commerce,YoBrand2,Yogurt-Seg3,Yogurt,Multipack,4.44,0,1.0,131.0,152,10,12,5,1,21,51,4,0,0,7.0,14.0,13.0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,13.285714285714286,17.285714285714285,-3.9999999999999982,11.142857142857142,14.714285714285714,3.625307868699974,-7.0,-3.571428571428571,0.0,0.14285714285714285,0.0,4.79,-0.34999999999999964,4.5442857142857145,111.0,170.0,0,1065,0.0
RE-015,2024-12-21,PL-Central,E-commerce,ReBrand4,ReadyMeal-Seg1,ReadyMeal,Single,4.81,0,1.0,160.0,160,20,12,5,1,21,51,4,0,0,15.0,12.0,23.0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,24.142857142857142,19.357142857142858,4.785714285714285,17.0,20.642857142857142,10.893423092245456,3.0,-3.6428571428571423,0.0,0.14285714285714285,0.0,3.26,1.5499999999999998,4.725714285714287,114.0,153.0,0,1065,0.0
YO-009,2024-12-21,PL-Central,E-commerce,YoBrand4,Yogurt-Seg1,Yogurt,Single,3.93,0,1.0,102.0,97,8,12,5,1,21,51,4,0,0,20.0,14.0,8.0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,15.285714285714286,14.142857142857142,1.1428571428571441,15.714285714285714,16.714285714285715,5.618845839799131,6.0,-1.0000000000000018,0.0,0.14285714285714285,0.0,7.51,-3.5799999999999996,4.767142857142857,217.0,227.0,0,1065,0.0
YO-012,2024-12-21,PL-South,Retail,YoBrand1,Yogurt-Seg2,Yogurt,Multipack,6.34,0,2.0,121.0,177,6,12,5,1,21,51,4,0,0,16.0,7.0,12.0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,13.142857142857142,14.428571428571429,-1.2857142857142865,16.0,16.571428571428573,5.972157622389613,9.0,-0.571428571428573,0.0,0.0,0.0,2.42,3.92,4.885714285714286,164.0,180.0,0,1065,0.0
SN-028,2024-12-21,PL-North,Retail,SnBrand2,SnackBar-Seg1,SnackBar,Single,1.6,0,5.0,183.0,167,14,12,5,1,21,51,4,0,0,16.0,11.0,21.0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,12.0,16.571428571428573,-4.571428571428573,17.142857142857142,17.428571428571427,4.879500364742714,5.0,-0.2857142857142847,0.0,0.0,0.0,3.64,-2.04,5.108571428571429,203.0,207.0,0,1065,0.0
MI-008,2024-12-21,PL-Central,Discount,MiBrand3,Milk-Seg2,Milk,Carton,8.1,0,4.0,110.0,152,5,12,5,1,21,51,4,0,0,12.0,20.0,7.0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,15.857142857142858,13.5,2.3571428571428577,13.428571428571429,11.928571428571429,4.7559486560567,-8.0,1.5,0.0,0.14285714285714285,0.0,5.17,2.9299999999999997,4.738571428571428,183.0,172.0,0,1065,0.0
SN-019,2024-12-21,PL-South,Retail,SnBrand2,SnackBar-Seg1,SnackBar,Carton,2.81,0,3.0,182.0,157,12,12,5,1,21,51,4,0,0,12.0,15.0,19.0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,14.428571428571429,14.642857142857142,-0.21428571428571352,14.571428571428571,16.357142857142858,2.760262237369301,-3.0,-1.7857142857142865,0.0,0.14285714285714285,0.0,4.76,-1.9499999999999997,4.555714285714286,133.0,134.0,0,1065,0.0
RE-004,2024-12-21,PL-Central,Retail,ReBrand1,ReadyMeal-Seg2,ReadyMeal,Multipack,4.66,0,4.0,107.0,168,10,12,5,1,21,51,4,0,0,16.0,24.0,11.0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,18.142857142857142,19.928571428571427,-1.7857142857142847,14.285714285714286,17.642857142857142,6.019808571548985,-8.0,-3.357142857142856,0.0,0.0,0.0,6.89,-2.2299999999999995,6.92,177.0,171.0,0,1065,0.0
SN-030,2024-12-21,PL-South,E-commerce,SnBrand2,SnackBar-Seg1,SnackBar,Multipack,2.6,0,5.0,118.0,153,12,12,5,1,21,51,4,0,0,26.0,18.0,15.0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,14.285714285714286,16.357142857142858,-2.071428571428571,20.0,20.5,6.082762530298204,8.0,-0.5,1.0,0.14285714285714285,-1.0,8.35,-5.75,4.045714285714285,168.0,217.0,0,1065,0.0
YO-012,2024-12-21,PL-North,Discount,YoBrand1,Yogurt-Seg2,Yogurt,Carton,6.28,0,1.0,184.0,197,25,12,5,1,21,51,4,0,0,18.0,44.0,13.0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,15.714285714285714,17.0,-1.2857142857142865,17.0,16.071428571428573,12.44989959798874,-26.0,0.928571428571427,1.0,0.2857142857142857,-1.0,8.29,-2.009999999999999,6.498571428571428,115.0,172.0,0,1065,0.0
MI-006,2024-12-21,PL-Central,E-commerce,MiBrand1,Milk-Seg3,Milk,Multipack,3.63,0,4.0,266.0,229,13,12,5,1,21,51,4,0,0,16.0,13.0,6.0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,10.857142857142858,13.714285714285714,-2.857142857142856,15.0,16.0,7.211102550928012,3.0,-1.0,0.0,0.2857142857142857,0.0,5.38,-1.75,5.368571428571428,203.0,195.0,0,1065,0.0
YO-009,2024-12-21,PL-South,Discount,YoBrand4,Yogurt-Seg1,Yogurt,Single,2.71,0,5.0,0.0,219,0,12,5,1,21,51,4,0,0,13.0,22.0,20.0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,10.857142857142858,11.571428571428571,-0.7142857142857135,14.142857142857142,14.285714285714286,6.309478885734103,-9.0,-0.14285714285714413,0.0,0.0,0.0,1.99,0.72,5.808571428571428,162.0,178.0,1,1065,0.0
RE-025,2024-12-21,PL-North,E-commerce,ReBrand2,ReadyMeal-Seg3,ReadyMeal,Multipack,3.29,0,5.0,249.0,216,30,12,5,1,21,51,4,0,0,20.0,16.0,19.0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,17.714285714285715,16.857142857142858,0.8571428571428577,23.714285714285715,21.642857142857142,5.250850271282556,4.0,2.071428571428573,0.0,0.0,0.0,3.69,-0.3999999999999999,3.1128571428571425,185.0,166.0,0,1065,0.0
MI-026,2024-12-21,PL-North,Discount,MiBrand4,Milk-Seg2,Milk,Carton,7.12,0,2.0,84.0,103,8,12,5,1,21,51,4,0,0,21.0,10.0,8.0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,16.571428571428573,16.071428571428573,0.5,15.285714285714286,13.571428571428571,7.476948702830725,11.0,1.7142857142857153,0.0,0.0,0.0,6.98,0.13999999999999968,5.158571428571428,217.0,215.0,0,1065,0.0
JU-021,2024-12-21,PL-South,E-commerce,JuBrand3,Juice-Seg3,Juice,Carton,4.33,0,2.0,142.0,129,5,12,5,1,21,51,4,0,0,6.0,8.0,10.0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,10.142857142857142,10.571428571428571,-0.4285714285714288,11.142857142857142,11.285714285714286,4.775931721614598,-2.0,-0.14285714285714413,0.0,0.0,0.0,2.44,1.8900000000000001,4.8757142857142854,123.0,166.0,0,1065,0.0
SN-010,2024-12-21,PL-North,E-commerce,SnBrand2,SnackBar-Seg2,SnackBar,Single,7.83,1,1.0,106.0,119,25,12,5,1,21,51,4,0,0,13.0,30.0,11.0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,15.142857142857142,17.642857142857142,-2.5,21.714285714285715,18.785714285714285,7.364651739090915,-17.0,2.9285714285714306,0.0,0.2857142857142857,1.0,7.88,-0.04999999999999982,5.222857142857143,155.0,173.0,0,1065,7.83
JU-021,2024-12-21,PL-Central,E-commerce,JuBrand3,Juice-Seg3,Juice,Multipack,4.18,1,2.0,88.0,122,13,12,5,1,21,51,4,0,0,12.0,21.0,7.0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,12.0,10.785714285714286,1.2142857142857135,11.142857142857142,11.071428571428571,4.634241089562582,-9.0,0.07142857142857117,0.0,0.14285714285714285,1.0,3.43,0.7499999999999996,5.081428571428572,204.0,237.0,0,1065,4.18
MI-002,2024-12-21,PL-South,Retail,MiBrand2,Milk-Seg1,Milk,Single,6.55,0,2.0,119.0,177,6,12,5,1,21,51,4,0,0,13.0,15.0,26.0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,13.857142857142858,13.428571428571429,0.4285714285714288,17.428571428571427,18.785714285714285,11.886366740333827,-2.0,-1.3571428571428577,0.0,0.14285714285714285,0.0,7.5,-0.9500000000000002,6.74,157.0,198.0,0,1065,0.0
YO-018,2024-12-21,PL-North,Discount,YoBrand2,Yogurt-Seg1,Yogurt,Carton,4.06,0,2.0,172.0,239,9,12,5,1,21,51,4,0,0,13.0,17.0,16.0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,13.0,13.428571428571429,-0.4285714285714288,20.285714285714285,18.642857142857142,11.086242010021344,-4.0,1.6428571428571423,0.0,0.42857142857142855,0.0,1.53,2.5299999999999994,4.2299999999999995,106.0,157.0,0,1065,0.0
RE-017,2024-12-21,PL-South,Retail,ReBrand2,ReadyMeal-Seg2,ReadyMeal,Single,2.07,0,5.0,175.0,197,23,12,5,1,21,51,4,0,0,20.0,33.0,20.0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,24.142857142857142,25.571428571428573,-1.4285714285714306,24.285714285714285,24.642857142857142,7.341986237031659,-13.0,-0.35714285714285765,0.0,0.0,0.0,5.94,-3.8700000000000006,5.588571428571429,152.0,190.0,0,1065,0.0
JU-021,2024-12-21,PL-Central,Discount,JuBrand3,Juice-Seg3,Juice,Multipack,6.91,1,1.0,211.0,197,23,12,5,1,21,51,4,0,0,17.0,6.0,12.0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,11.857142857142858,10.857142857142858,1.0,13.142857142857142,11.642857142857142,8.839844859660028,11.0,1.5,0.0,0.14285714285714285,1.0,6.35,0.5600000000000005,5.868571428571429,213.0,182.0,0,1065,6.91
YO-020,2024-12-21,PL-North,E-commerce,YoBrand3,Yogurt-Seg2,Yogurt,Multipack,3.43,0,1.0,187.0,159,27,12,5,1,21,51,4,0,0,6.0,8.0,15.0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,15.0,15.285714285714286,-0.2857142857142865,14.428571428571429,14.285714285714286,6.214422549122917,-2.0,0.14285714285714235,0.0,0.14285714285714285,0.0,8.07,-4.640000000000001,4.511428571428572,81.0,117.0,0,1065,0.0
YO-029,2024-12-21,PL-South,E-commerce,YoBrand4,Yogurt-Seg2,Yogurt,Carton,1.82,1,4.0,162.0,162,42,12,5,1,21,51,4,0,0,38.0,10.0,14.0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,23.428571428571427,19.428571428571427,4.0,18.857142857142858,16.357142857142858,10.526610271570062,28.0,2.5,1.0,0.42857142857142855,0.0,8.35,-6.529999999999999,6.084285714285714,206.0,238.0,0,1065,1.82
RE-004,2024-12-21,PL-South,Retail,ReBrand1,ReadyMeal-Seg2,ReadyMeal,Carton,8.72,0,3.0,125.0,161,11,12,5,1,21,51,4,0,0,26.0,14.0,20.0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,19.428571428571427,19.357142857142858,0.0714285714285694,20.0,17.857142857142858,6.027713773341693,12.0,2.1428571428571423,0.0,0.0,0.0,6.38,2.3400000000000007,4.728571428571428,154.0,144.0,0,1065,0.0
SN-027,2024-12-21,PL-Central,E-commerce,SnBrand2,SnackBar-Seg3,SnackBar,Single,8.62,0,1.0,213.0,201,16,12,5,1,21,51,4,0,0,14.0,11.0,21.0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,12.714285714285714,12.428571428571429,0.2857142857142847,9.857142857142858,11.071428571428571,2.544836041121094,3.0,-1.2142857142857135,0.0,0.0,0.0,8.17,0.4499999999999993,5.538571428571429,200.0,212.0,0,1065,0.0
YO-003,2024-12-21,PL-South,Retail,YoBrand1,Yogurt-Seg3,Yogurt,Carton,4.12,0,2.0,154.0,147,18,12,5,1,21,51,4,0,0,12.0,20.0,15.0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,12.571428571428571,12.714285714285714,-0.14285714285714235,18.571428571428573,19.357142857142858,7.721337165222558,-8.0,-0.7857142857142847,0.0,0.2857142857142857,0.0,4.67,-0.5499999999999998,5.152857142857143,118.0,153.0,0,1065,0.0
SN-030,2024-12-21,PL-Central,E-commerce,SnBrand2,SnackBar-Seg1,SnackBar,Single,4.0,0,2.0,112.0,183,11,12,5,1,21,51,4,0,0,15.0,16.0,9.0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,18.714285714285715,16.785714285714285,1.9285714285714306,17.0,15.857142857142858,3.785938897200128,-1.0,1.1428571428571423,0.0,0.0,0.0,6.53,-2.5300000000000002,6.022857142857142,259.0,244.0,0,1065,0.0
JU-021,2024-12-21,PL-North,Retail,JuBrand3,Juice-Seg3,Juice,Carton,7.19,0,4.0,131.0,194,10,12,5,1,21,51,4,0,0,19.0,9.0,12.0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,11.857142857142858,10.571428571428571,1.2857142857142865,13.0,11.428571428571429,6.658328118479372,10.0,1.5714285714285712,0.0,0.14285714285714285,0.0,1.88,5.3100000000000005,4.1085714285714285,271.0,238.0,0,1065,0.0
MI-011,2024-12-21,PL-South,Discount,MiBrand1,Milk-Seg2,Milk,Multipack,6.25,0,4.0,205.0,179,15,12,5,1,21,51,4,0,0,11.0,15.0,10.0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,16.142857142857142,12.142857142857142,4.0,10.142857142857142,12.071428571428571,3.4364987719367455,-4.0,-1.9285714285714288,0.0,0.14285714285714285,0.0,7.67,-1.42,5.4628571428571435,124.0,195.0,0,1065,0.0
SN-013,2024-12-21,PL-Central,Discount,SnBrand3,SnackBar-Seg2,SnackBar,Single,6.08,1,2.0,162.0,172,29,12,5,1,21,51,4,0,0,19.0,6.0,20.0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,16.142857142857142,13.928571428571429,2.2142857142857135,12.714285714285714,14.571428571428571,7.432233529572039,13.0,-1.8571428571428577,0.0,0.0,1.0,7.85,-1.7699999999999996,6.390000000000001,291.0,244.0,0,1065,6.08
YO-024,2024-12-21,PL-South,Retail,YoBrand2,Yogurt-Seg3,Yogurt,Multipack,5.63,0,4.0,100.0,149,10,12,5,1,21,51,4,0,0,27.0,15.0,15.0,-2.4492935982947064e-16,1.0,-0.9749279121818236,-0.2225209339563146,13.571428571428571,15.357142857142858,-1.7857142857142865,15.857142857142858,17.357142857142858,6.388233230676802,12.0,-1.5,0.0,0.0,0.0,8.22,-2.5900000000000007,5.58,234.0,222.0,0,1065,0.0
